route_id,trip_id,service_id,trip_headsign,direction_id,shape_id,peak_offpeak,boarding_type
line:61,1900205,27_1197605,Balma-Gramont,0,11970,0,0
line:61,1900206,27_1197606,Balma-Gramont,0,11970,0,0
line:61,1900207,27_1197607,Balma-Gramont,0,11970,0,0
line:61,1900208,27_1197608,Balma-Gramont,0,11970,0,0
line:61,1900209,27_1197609,Balma-Gramont,0,11970,0,0
line:61,1900210,27_1197610,Balma-Gramont,0,11970,0,0
line:61,1900211,27_1197611,Balma-Gramont,0,11970,0,0
line:61,1900212,27_1197612,Balma-Gramont,0,11970,0,0
line:61,1900213,27_1197613,Balma-Gramont,0,11970,0,0
line:61,1900214,27_1197614,Balma-Gramont,0,11970,0,0
line:61,1900215,27_1197615,Balma-Gramont,0,11970,0,0
line:61,1900216,27_1197616,Balma-Gramont,0,11970,0,0
line:61,1900217,27_1197617,Balma-Gramont,0,11970,0,0
line:61,1900218,27_1197618,Balma-Gramont,0,11970,0,0
line:61,1900219,27_1197619,Balma-Gramont,0,11970,0,0
line:61,1900220,27_1197620,Balma-Gramont,0,11970,0,0
line:61,1900221,27_1197621,Balma-Gramont,0,11970,0,0
line:61,1900222,27_1197622,Balma-Gramont,0,11970,0,0
line:61,1900223,27_1197623,Balma-Gramont,0,11970,0,0
line:61,1900224,27_1197624,Balma-Gramont,0,11970,0,0
line:61,1900225,27_1197625,Balma-Gramont,0,11970,0,0
line:61,1900226,27_1197626,Balma-Gramont,0,11970,0,0
line:61,1900227,27_1197627,Balma-Gramont,0,11970,0,0
line:61,1900228,27_1197628,Balma-Gramont,0,11970,0,0
line:61,1900229,27_1197629,Balma-Gramont,0,11970,0,0
line:61,1900230,27_1197630,Balma-Gramont,0,11970,0,0
line:61,1900231,27_1197631,Balma-Gramont,0,11970,0,0
line:61,1900232,27_1197632,Balma-Gramont,0,11970,0,0
line:61,1900233,27_1197633,Balma-Gramont,0,11970,0,0
line:61,1900234,27_1197634,Balma-Gramont,0,11970,0,0
line:61,1900235,27_1197635,Balma-Gramont,0,11970,0,0
line:61,1900236,27_1197636,Balma-Gramont,0,11970,0,0
line:61,1900237,27_1197637,Balma-Gramont,0,11970,0,0
line:61,1900238,27_1197638,Balma-Gramont,0,11970,0,0
line:61,1900239,27_1197639,Balma-Gramont,0,11970,0,0
line:61,1900240,27_1197640,Balma-Gramont,0,11970,0,0
line:61,1900241,27_1197641,Balma-Gramont,0,11970,0,0
line:61,1900242,27_1197642,Balma-Gramont,0,11970,0,0
line:61,1900243,27_1197643,Balma-Gramont,0,11970,0,0
line:61,1900244,27_1197644,Balma-Gramont,0,11970,0,0
line:61,1900245,27_1197645,Balma-Gramont,0,11970,0,0
line:61,1900246,27_1197646,Balma-Gramont,0,11970,0,0
line:61,1900247,27_1197647,Balma-Gramont,0,11970,0,0
line:61,1900248,27_1197648,Balma-Gramont,0,11970,0,0
line:61,1900250,27_1197650,Balma-Gramont,0,11970,0,0
line:61,1900251,27_1197651,Balma-Gramont,0,11970,0,0
line:61,1900252,27_1197652,Balma-Gramont,0,11970,0,0
line:61,1900253,27_1197653,Balma-Gramont,0,11970,0,0
line:61,1900254,27_1197654,Balma-Gramont,0,11970,0,0
line:61,1900255,27_1197655,Balma-Gramont,0,11970,0,0
line:61,1900256,27_1197656,Balma-Gramont,0,11970,0,0
line:61,1900257,27_1197657,Balma-Gramont,0,11970,0,0
line:61,1900258,27_1197658,Balma-Gramont,0,11970,0,0
line:61,1900259,27_1197659,Balma-Gramont,0,11970,0,0
line:61,1900260,27_1197660,Balma-Gramont,0,11970,0,0
line:61,1900261,27_1197661,Balma-Gramont,0,11970,0,0
line:61,1900262,27_1197662,Balma-Gramont,0,11970,0,0
line:61,1900264,27_1197664,Balma-Gramont,0,11970,0,0
line:61,1900265,27_1197665,Balma-Gramont,0,11970,0,0
line:61,1900266,27_1197666,Balma-Gramont,0,11970,0,0
line:61,1900267,27_1197667,Balma-Gramont,0,11970,0,0
line:61,1900268,27_1197668,Balma-Gramont,0,11970,0,0
line:61,1900269,27_1197669,Balma-Gramont,0,11970,0,0
line:61,1900270,27_1197670,Balma-Gramont,0,11970,0,0
line:61,1900271,27_1197671,Balma-Gramont,0,11970,0,0
line:61,1900272,27_1197672,Balma-Gramont,0,11970,0,0
line:61,1900273,27_1197673,Balma-Gramont,0,11970,0,0
line:61,1900274,27_1197674,Balma-Gramont,0,11970,0,0
line:61,1900275,27_1197675,Balma-Gramont,0,11970,0,0
line:61,1900276,27_1197676,Balma-Gramont,0,11970,0,0
line:61,1900277,27_1197677,Balma-Gramont,0,11970,0,0
line:61,1900279,27_1197679,Balma-Gramont,0,11970,0,0
line:61,1900280,27_1197680,Balma-Gramont,0,11970,0,0
line:61,1900281,27_1197681,Balma-Gramont,0,11970,0,0
line:61,1900282,27_1197682,Balma-Gramont,0,11970,0,0
line:61,1900283,27_1197683,Balma-Gramont,0,11970,0,0
line:61,1900284,27_1197684,Balma-Gramont,0,11970,0,0
line:61,1900285,27_1197685,Balma-Gramont,0,11970,0,0
line:61,1900286,27_1197686,Balma-Gramont,0,11970,0,0
line:61,1900287,27_1197687,Balma-Gramont,0,11970,0,0
line:61,1900288,27_1197688,Balma-Gramont,0,11970,0,0
line:61,1900289,27_1197689,Balma-Gramont,0,11970,0,0
line:61,1900290,27_1197690,Balma-Gramont,0,11970,0,0
line:61,1900291,27_1197691,Balma-Gramont,0,11970,0,0
line:61,1900292,27_1197692,Balma-Gramont,0,11970,0,0
line:61,1900293,27_1197693,Balma-Gramont,0,11970,0,0
line:61,1900294,27_1197694,Balma-Gramont,0,11970,0,0
line:61,1900295,27_1197695,Balma-Gramont,0,11970,0,0
line:61,1900296,27_1197696,Balma-Gramont,0,11970,0,0
line:61,1900297,27_1197697,Balma-Gramont,0,11970,0,0
line:61,1900298,27_1197698,Balma-Gramont,0,11970,0,0
line:61,1900299,27_1197699,Balma-Gramont,0,11970,0,0
line:61,1900300,27_1197700,Balma-Gramont,0,11970,0,0
line:61,1900301,27_1197701,Balma-Gramont,0,11970,0,0
line:61,1900302,27_1197702,Balma-Gramont,0,11970,0,0
line:61,1900303,27_1197703,Balma-Gramont,0,11970,0,0
line:61,1900304,27_1197704,Balma-Gramont,0,11970,0,0
line:61,1900305,27_1197705,Balma-Gramont,0,11970,0,0
line:61,1900306,27_1197706,Balma-Gramont,0,11970,0,0
line:61,1900307,27_1197707,Balma-Gramont,0,11970,0,0
line:61,1900308,27_1197708,Balma-Gramont,0,11970,0,0
line:61,1900310,27_1197710,Balma-Gramont,0,11970,0,0
line:61,1900311,27_1197711,Balma-Gramont,0,11970,0,0
line:61,1900312,27_1197712,Balma-Gramont,0,11970,0,0
line:61,1900314,27_1197714,Balma-Gramont,0,11970,0,0
line:61,1900315,27_1197715,Balma-Gramont,0,11970,0,0
line:61,1900316,27_1197716,Balma-Gramont,0,11970,0,0
line:61,1900317,27_1197717,Balma-Gramont,0,11970,0,0
line:61,1900318,27_1197718,Balma-Gramont,0,11970,0,0
line:61,1900319,27_1197719,Balma-Gramont,0,11970,0,0
line:61,1900320,27_1197720,Balma-Gramont,0,11970,0,0
line:61,1900321,27_1197721,Balma-Gramont,0,11970,0,0
line:61,1900322,27_1197722,Balma-Gramont,0,11970,0,0
line:61,1900323,27_1197723,Balma-Gramont,0,11970,0,0
line:61,1900324,27_1197724,Balma-Gramont,0,11970,0,0
line:61,1900325,27_1197725,Balma-Gramont,0,11970,0,0
line:61,1900326,27_1197726,Balma-Gramont,0,11970,0,0
line:61,1900327,27_1197727,Balma-Gramont,0,11970,0,0
line:61,1900328,27_1197728,Balma-Gramont,0,11970,0,0
line:61,1900329,27_1197729,Balma-Gramont,0,11970,0,0
line:61,1900330,27_1197730,Balma-Gramont,0,11970,0,0
line:61,1900331,27_1197731,Balma-Gramont,0,11970,0,0
line:61,1900332,27_1197732,Balma-Gramont,0,11970,0,0
line:61,1900333,27_1197733,Balma-Gramont,0,11970,0,0
line:61,1900334,27_1197734,Balma-Gramont,0,11970,0,0
line:61,1900335,27_1197735,Balma-Gramont,0,11970,0,0
line:61,1900336,27_1197736,Balma-Gramont,0,11970,0,0
line:61,1900337,27_1197737,Balma-Gramont,0,11970,0,0
line:61,1900339,27_1197739,Balma-Gramont,0,11970,0,0
line:61,1900343,27_1197743,Balma-Gramont,0,11970,0,0
line:61,1900344,27_1197744,Balma-Gramont,0,11970,0,0
line:61,1900345,27_1197745,Balma-Gramont,0,11970,0,0
line:61,1900346,27_1197746,Balma-Gramont,0,11970,0,0
line:61,1900347,27_1197747,Balma-Gramont,0,11970,0,0
line:61,1900348,27_1197748,Balma-Gramont,0,11970,0,0
line:61,1900349,27_1197749,Balma-Gramont,0,11970,0,0
line:61,1900350,27_1197750,Balma-Gramont,0,11970,0,0
line:61,1900351,27_1197751,Balma-Gramont,0,11970,0,0
line:61,1900352,27_1197752,Balma-Gramont,0,11970,0,0
line:61,1900353,27_1197753,Balma-Gramont,0,11970,0,0
line:61,1900354,27_1197754,Balma-Gramont,0,11970,0,0
line:61,1900355,27_1197755,Balma-Gramont,0,11970,0,0
line:61,1900356,27_1197756,Balma-Gramont,0,11970,0,0
line:61,1900357,27_1197757,Balma-Gramont,0,11970,0,0
line:61,1900358,27_1197758,Balma-Gramont,0,11970,0,0
line:61,1900359,27_1197759,Balma-Gramont,0,11970,0,0
line:61,1900360,27_1197760,Balma-Gramont,0,11970,0,0
line:61,1900361,27_1197761,Balma-Gramont,0,11970,0,0
line:61,1900362,27_1197762,Balma-Gramont,0,11970,0,0
line:61,1900363,27_1197763,Balma-Gramont,0,11970,0,0
line:61,1900364,27_1197764,Balma-Gramont,0,11970,0,0
line:61,1900365,27_1197765,Balma-Gramont,0,11970,0,0
line:61,1900366,27_1197766,Balma-Gramont,0,11970,0,0
line:61,1900367,27_1197767,Balma-Gramont,0,11970,0,0
line:61,1900368,27_1197768,Balma-Gramont,0,11970,0,0
line:61,1900369,27_1197769,Balma-Gramont,0,11970,0,0
line:61,1900370,27_1197770,Balma-Gramont,0,11970,0,0
line:61,1900371,27_1197771,Balma-Gramont,0,11970,0,0
line:61,1900372,27_1197772,Balma-Gramont,0,11970,0,0
line:61,1900373,27_1197773,Balma-Gramont,0,11970,0,0
line:61,1900374,27_1197774,Balma-Gramont,0,11970,0,0
line:61,1900375,27_1197775,Balma-Gramont,0,11970,0,0
line:61,1900376,27_1197776,Balma-Gramont,0,11970,0,0
line:61,1900377,27_1197777,Balma-Gramont,0,11970,0,0
line:61,1900378,27_1197778,Balma-Gramont,0,11970,0,0
line:61,1900379,27_1197779,Balma-Gramont,0,11970,0,0
line:61,1900380,27_1197780,Balma-Gramont,0,11970,0,0
line:61,1900381,27_1197781,Balma-Gramont,0,11970,0,0
line:61,1900382,27_1197782,Balma-Gramont,0,11970,0,0
line:61,1900383,27_1197783,Balma-Gramont,0,11970,0,0
line:61,1900384,27_1197784,Balma-Gramont,0,11970,0,0
line:61,1900385,27_1197785,Balma-Gramont,0,11970,0,0
line:61,1900386,27_1197786,Balma-Gramont,0,11970,0,0
line:61,1900387,27_1197787,Balma-Gramont,0,11970,0,0
line:61,1900388,27_1197788,Balma-Gramont,0,11970,0,0
line:61,1900389,27_1197789,Balma-Gramont,0,11970,0,0
line:61,1900390,27_1197790,Balma-Gramont,0,11970,0,0
line:61,1900391,27_1197791,Balma-Gramont,0,11970,0,0
line:61,1900392,27_1197792,Balma-Gramont,0,11970,0,0
line:61,1900393,27_1197793,Balma-Gramont,0,11970,0,0
line:61,1900394,27_1197794,Balma-Gramont,0,11970,0,0
line:61,1900395,27_1197795,Balma-Gramont,0,11970,0,0
line:61,1900396,27_1197796,Balma-Gramont,0,11970,0,0
line:61,1900397,27_1197797,Balma-Gramont,0,11970,0,0
line:61,1900398,27_1197798,Balma-Gramont,0,11970,0,0
line:61,1900399,27_1197799,Balma-Gramont,0,11970,0,0
line:61,1900400,27_1197800,Balma-Gramont,0,11970,0,0
line:61,1900401,27_1197801,Balma-Gramont,0,11970,0,0
line:61,1900402,27_1197802,Balma-Gramont,0,11970,0,0
line:61,1900403,27_1197803,Balma-Gramont,0,11970,0,0
line:61,1900404,27_1197804,Balma-Gramont,0,11970,0,0
line:61,1900405,27_1197805,Balma-Gramont,0,11970,0,0
line:61,1900406,27_1197806,Balma-Gramont,0,11970,0,0
line:61,1900407,27_1197807,Balma-Gramont,0,11970,0,0
line:61,1900408,27_1197808,Balma-Gramont,0,11970,0,0
line:61,1900409,27_1197809,Balma-Gramont,0,11970,0,0
line:61,1900410,27_1197810,Balma-Gramont,0,11970,0,0
line:61,1900411,27_1197811,Balma-Gramont,0,11970,0,0
line:61,1900412,27_1197812,Balma-Gramont,0,11970,0,0
line:61,1900413,27_1197813,Balma-Gramont,0,11970,0,0
line:61,1900414,27_1197814,Balma-Gramont,0,11970,0,0
line:61,1900415,27_1197815,Balma-Gramont,0,11970,0,0
line:61,1900416,27_1197816,Balma-Gramont,0,11970,0,0
line:61,1900417,27_1197817,Balma-Gramont,0,11970,0,0
line:61,1900418,27_1197818,Balma-Gramont,0,11970,0,0
line:61,1900419,27_1197819,Balma-Gramont,0,11970,0,0
line:61,1900420,27_1197820,Balma-Gramont,0,11970,0,0
line:61,1900421,27_1197821,Balma-Gramont,0,11970,0,0
line:61,1900422,27_1197822,Balma-Gramont,0,11970,0,0
line:61,1900423,27_1197823,Balma-Gramont,0,11970,0,0
line:61,1900424,27_1197824,Balma-Gramont,0,11970,0,0
line:61,1900425,27_1197825,Balma-Gramont,0,11970,0,0
line:61,1900426,27_1197826,Balma-Gramont,0,11970,0,0
line:61,1900427,27_1197827,Balma-Gramont,0,11970,0,0
line:61,1900428,27_1197828,Balma-Gramont,0,11970,0,0
line:61,1900429,27_1197829,Balma-Gramont,0,11970,0,0
line:61,1900430,27_1197830,Balma-Gramont,0,11970,0,0
line:61,1900431,27_1197831,Balma-Gramont,0,11970,0,0
line:61,1900432,27_1197832,Balma-Gramont,0,11970,0,0
line:61,1900433,27_1197833,Balma-Gramont,0,11970,0,0
line:61,1900434,27_1197834,Balma-Gramont,0,11970,0,0
line:61,1900435,27_1197835,Balma-Gramont,0,11970,0,0
line:61,1900436,27_1197836,Balma-Gramont,0,11970,0,0
line:61,1900437,27_1197837,Balma-Gramont,0,11970,0,0
line:61,1900438,27_1197838,Balma-Gramont,0,11970,0,0
line:61,1900439,27_1197839,Balma-Gramont,0,11970,0,0
line:61,1900440,27_1197840,Balma-Gramont,0,11970,0,0
line:61,1900441,27_1197841,Balma-Gramont,0,11970,0,0
line:61,1900442,27_1197842,Balma-Gramont,0,11970,0,0
line:61,1900443,27_1197843,Balma-Gramont,0,11970,0,0
line:61,1900444,27_1197844,Balma-Gramont,0,11970,0,0
line:61,1900445,27_1197845,Balma-Gramont,0,11970,0,0
line:61,1900446,27_1197846,Balma-Gramont,0,11970,0,0
line:61,1900447,27_1197847,Balma-Gramont,0,11970,0,0
line:61,1900448,27_1197848,Balma-Gramont,0,11970,0,0
line:61,1900449,27_1197849,Balma-Gramont,0,11970,0,0
line:61,1900450,27_1197850,Balma-Gramont,0,11970,0,0
line:61,1900451,27_1197851,Balma-Gramont,0,11970,0,0
line:61,1900452,27_1197852,Balma-Gramont,0,11970,0,0
line:61,1900453,27_1197853,Balma-Gramont,0,11970,0,0
line:61,1900454,27_1197854,Balma-Gramont,0,11970,0,0
line:61,1900455,27_1197855,Balma-Gramont,0,11970,0,0
line:61,1900456,27_1197856,Balma-Gramont,0,11970,0,0
line:61,1900457,27_1197857,Balma-Gramont,0,11970,0,0
line:61,1900458,27_1197858,Balma-Gramont,0,11970,0,0
line:61,1900459,27_1197859,Balma-Gramont,0,11970,0,0
line:61,1900460,27_1197860,Balma-Gramont,0,11970,0,0
line:61,1900461,27_1197861,Balma-Gramont,0,11970,0,0
line:61,1900462,27_1197862,Balma-Gramont,0,11970,0,0
line:61,1900463,27_1197863,Balma-Gramont,0,11970,0,0
line:61,1900464,27_1197864,Balma-Gramont,0,11970,0,0
line:61,1900465,27_1197865,Balma-Gramont,0,11970,0,0
line:61,1900466,27_1197866,Balma-Gramont,0,11970,0,0
line:61,1900467,27_1197867,Balma-Gramont,0,11970,0,0
line:61,1900468,27_1197868,Balma-Gramont,0,11970,0,0
line:61,1900469,27_1197869,Balma-Gramont,0,11970,0,0
line:61,1900470,27_1197870,Balma-Gramont,0,11970,0,0
line:61,1900471,27_1197871,Balma-Gramont,0,11970,0,0
line:61,1900472,27_1197872,Balma-Gramont,0,11970,0,0
line:61,1900473,27_1197873,Balma-Gramont,0,11970,0,0
line:61,1900474,27_1197874,Balma-Gramont,0,11970,0,0
line:61,1900475,27_1197875,Balma-Gramont,0,11970,0,0
line:61,1900476,27_1197876,Balma-Gramont,0,11970,0,0
line:61,1900477,27_1197877,Balma-Gramont,0,11970,0,0
line:61,1900478,27_1197878,Balma-Gramont,0,11970,0,0
line:61,1900479,27_1197879,Balma-Gramont,0,11970,0,0
line:61,1900480,27_1197880,Balma-Gramont,0,11970,0,0
line:61,1900481,27_1197881,Balma-Gramont,0,11970,0,0
line:61,1900482,27_1197882,Balma-Gramont,0,11970,0,0
line:61,1900483,27_1197883,Balma-Gramont,0,11970,0,0
line:61,1900484,27_1197884,Balma-Gramont,0,11970,0,0
line:61,1900485,27_1197885,Balma-Gramont,0,11970,0,0
line:61,1900486,27_1197886,Balma-Gramont,0,11970,0,0
line:61,1900487,27_1197887,Balma-Gramont,0,11970,0,0
line:61,1900488,27_1197888,Balma-Gramont,0,11970,0,0
line:61,1900489,27_1197889,Balma-Gramont,0,11970,0,0
line:61,1900490,27_1197890,Balma-Gramont,0,11970,0,0
line:61,1900492,27_1197892,Balma-Gramont,0,11970,0,0
line:61,1900493,27_1197893,Balma-Gramont,0,11970,0,0
line:61,1900494,27_1197894,Balma-Gramont,0,11970,0,0
line:61,1900495,27_1197895,Balma-Gramont,0,11970,0,0
line:61,1900496,27_1197896,Balma-Gramont,0,11970,0,0
line:61,1900497,27_1197897,Balma-Gramont,0,11970,0,0
line:61,1900498,27_1197898,Balma-Gramont,0,11970,0,0
line:61,1900499,27_1197899,Balma-Gramont,0,11970,0,0
line:61,1900500,27_1197900,Balma-Gramont,0,11970,0,0
line:61,1900501,27_1197901,Balma-Gramont,0,11970,0,0
line:61,1900502,27_1197902,Balma-Gramont,0,11970,0,0
line:61,1900503,27_1197903,Balma-Gramont,0,11970,0,0
line:61,1900504,27_1197904,Balma-Gramont,0,11970,0,0
line:61,1900505,27_1197905,Balma-Gramont,0,11970,0,0
line:61,1900506,27_1197906,Balma-Gramont,0,11970,0,0
line:61,1900507,27_1197907,Balma-Gramont,0,11970,0,0
line:61,1900508,27_1197908,Balma-Gramont,0,11970,0,0
line:61,1900509,27_1197909,Balma-Gramont,0,11970,0,0
line:61,1900510,27_1197910,Balma-Gramont,0,11970,0,0
line:61,1900511,27_1197911,Balma-Gramont,0,11970,0,0
line:61,1900512,27_1197912,Balma-Gramont,0,11970,0,0
line:61,1900513,27_1197913,Balma-Gramont,0,11970,0,0
line:61,1900514,27_1197914,Balma-Gramont,0,11970,0,0
line:61,1900515,27_1197915,Balma-Gramont,0,11970,0,0
line:61,1900516,27_1197916,Balma-Gramont,0,11970,0,0
line:61,1900517,27_1197917,Balma-Gramont,0,11970,0,0
line:61,1900518,27_1197918,Balma-Gramont,0,11970,0,0
line:61,1900519,27_1197919,Balma-Gramont,0,11970,0,0
line:61,1900520,27_1197920,Balma-Gramont,0,11970,0,0
line:61,1900521,27_1197921,Balma-Gramont,0,11970,0,0
line:61,1900522,27_1197922,Balma-Gramont,0,11970,0,0
line:61,1900523,27_1197923,Balma-Gramont,0,11970,0,0
line:61,1900524,27_1197924,Balma-Gramont,0,11970,0,0
line:61,1900525,27_1197925,Balma-Gramont,0,11970,0,0
line:61,1900526,27_1197926,Balma-Gramont,0,11970,0,0
line:61,1900527,27_1197927,Balma-Gramont,0,11970,0,0
line:61,1900528,27_1197928,Balma-Gramont,0,11970,0,0
line:61,1900529,27_1197929,Balma-Gramont,0,11970,0,0
line:61,1900530,27_1197930,Balma-Gramont,0,11970,0,0
line:61,1900531,27_1197931,Basso Cambo,1,11971,0,0
line:61,1900532,27_1197932,Basso Cambo,1,11971,0,0
line:61,1900533,27_1197933,Basso Cambo,1,11971,0,0
line:61,1900534,27_1197934,Basso Cambo,1,11971,0,0
line:61,1900535,27_1197935,Basso Cambo,1,11971,0,0
line:61,1900536,27_1197936,Basso Cambo,1,11971,0,0
line:61,1900537,27_1197937,Basso Cambo,1,11971,0,0
line:61,1900538,27_1197938,Basso Cambo,1,11971,0,0
line:61,1900539,27_1197939,Basso Cambo,1,11971,0,0
line:61,1900540,27_1197940,Basso Cambo,1,11971,0,0
line:61,1900541,27_1197941,Basso Cambo,1,11971,0,0
line:61,1900542,27_1197942,Basso Cambo,1,11971,0,0
line:61,1900543,27_1197943,Basso Cambo,1,11971,0,0
line:61,1900544,27_1197944,Basso Cambo,1,11971,0,0
line:61,1900545,27_1197945,Basso Cambo,1,11971,0,0
line:61,1900546,27_1197946,Basso Cambo,1,11971,0,0
line:61,1900547,27_1197947,Basso Cambo,1,11971,0,0
line:61,1900548,27_1197948,Basso Cambo,1,11971,0,0
line:61,1900549,27_1197949,Basso Cambo,1,11971,0,0
line:61,1900550,27_1197950,Basso Cambo,1,11971,0,0
line:61,1900551,27_1197951,Basso Cambo,1,11971,0,0
line:61,1900552,27_1197952,Basso Cambo,1,11971,0,0
line:61,1900553,27_1197953,Basso Cambo,1,11971,0,0
line:61,1900554,27_1197954,Basso Cambo,1,11971,0,0
line:61,1900555,27_1197955,Basso Cambo,1,11971,0,0
line:61,1900556,27_1197956,Basso Cambo,1,11971,0,0
line:61,1900557,27_1197957,Basso Cambo,1,11971,0,0
line:61,1900558,27_1197958,Basso Cambo,1,11971,0,0
line:61,1900559,27_1197959,Basso Cambo,1,11971,0,0
line:61,1900560,27_1197960,Basso Cambo,1,11971,0,0
line:61,1900561,27_1197961,Basso Cambo,1,11971,0,0
line:61,1900562,27_1197962,Basso Cambo,1,11971,0,0
line:61,1900563,27_1197963,Basso Cambo,1,11971,0,0
line:61,1900564,27_1197964,Basso Cambo,1,11971,0,0
line:61,1900565,27_1197965,Basso Cambo,1,11971,0,0
line:61,1900566,27_1197966,Basso Cambo,1,11971,0,0
line:61,1900567,27_1197967,Basso Cambo,1,11971,0,0
line:61,1900568,27_1197968,Basso Cambo,1,11971,0,0
line:61,1900569,27_1197969,Basso Cambo,1,11971,0,0
line:61,1900570,27_1197970,Basso Cambo,1,11971,0,0
line:61,1900571,27_1197971,Basso Cambo,1,11971,0,0
line:61,1900572,27_1197972,Basso Cambo,1,11971,0,0
line:61,1900573,27_1197973,Basso Cambo,1,11971,0,0
line:61,1900574,27_1197974,Basso Cambo,1,11971,0,0
line:61,1900575,27_1197975,Basso Cambo,1,11971,0,0
line:61,1900576,27_1197976,Basso Cambo,1,11971,0,0
line:61,1900577,27_1197977,Basso Cambo,1,11971,0,0
line:61,1900578,27_1197978,Basso Cambo,1,11971,0,0
line:61,1900579,27_1197979,Basso Cambo,1,11971,0,0
line:61,1900580,27_1197980,Basso Cambo,1,11971,0,0
line:61,1900581,27_1197981,Basso Cambo,1,11971,0,0
line:61,1900582,27_1197982,Basso Cambo,1,11971,0,0
line:61,1900583,27_1197983,Basso Cambo,1,11971,0,0
line:61,1900584,27_1197984,Basso Cambo,1,11971,0,0
line:61,1900585,27_1197985,Basso Cambo,1,11971,0,0
line:61,1900586,27_1197986,Basso Cambo,1,11971,0,0
line:61,1900587,27_1197987,Basso Cambo,1,11971,0,0
line:61,1900588,27_1197988,Basso Cambo,1,11971,0,0
line:61,1900589,27_1197989,Basso Cambo,1,11971,0,0
line:61,1900590,27_1197990,Basso Cambo,1,11971,0,0
line:61,1900591,27_1197991,Basso Cambo,1,11971,0,0
line:61,1900592,27_1197992,Basso Cambo,1,11971,0,0
line:61,1900593,27_1197993,Basso Cambo,1,11971,0,0
line:61,1900594,27_1197994,Basso Cambo,1,11971,0,0
line:61,1900595,27_1197995,Basso Cambo,1,11971,0,0
line:61,1900596,27_1197996,Basso Cambo,1,11971,0,0
line:61,1900597,27_1197997,Basso Cambo,1,11971,0,0
line:61,1900598,27_1197998,Basso Cambo,1,11971,0,0
line:61,1900599,27_1197999,Basso Cambo,1,11971,0,0
line:61,1900600,27_1198000,Basso Cambo,1,11971,0,0
line:61,1900601,27_1198001,Basso Cambo,1,11971,0,0
line:61,1900602,27_1198002,Basso Cambo,1,11971,0,0
line:61,1900604,27_1198004,Basso Cambo,1,11971,0,0
line:61,1900605,27_1198005,Basso Cambo,1,11971,0,0
line:61,1900606,27_1198006,Basso Cambo,1,11971,0,0
line:61,1900607,27_1198007,Basso Cambo,1,11971,0,0
line:61,1900608,27_1198008,Basso Cambo,1,11971,0,0
line:61,1900609,27_1198009,Basso Cambo,1,11971,0,0
line:61,1900610,27_1198010,Basso Cambo,1,11971,0,0
line:61,1900611,27_1198011,Basso Cambo,1,11971,0,0
line:61,1900612,27_1198012,Basso Cambo,1,11971,0,0
line:61,1900613,27_1198013,Basso Cambo,1,11971,0,0
line:61,1900614,27_1198014,Basso Cambo,1,11971,0,0
line:61,1900615,27_1198015,Basso Cambo,1,11971,0,0
line:61,1900616,27_1198016,Basso Cambo,1,11971,0,0
